organisation,project,provision-reason,specification,dataset
local-authority:MIK,design-codes,prospective,design-code,design-code-area
local-authority:MIK,design-codes,prospective,design-code,design-code-rule
local-authority:MIK,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:MIK,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:MIK,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:MIK,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:MIK,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:MIK,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:MIK,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:MIK,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:MOL,,statutory,brownfield-land,brownfield-land
local-authority:MOL,,encouraged,developer-ageement,developer-agreement
local-authority:MOL,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:MOL,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:MOL,design-codes,prospective,design-code,design-code
local-authority:MOL,design-codes,prospective,design-code,design-code-area
local-authority:MOL,design-codes,prospective,design-code,design-code-rule
local-authority:MOL,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:MOL,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:MOL,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:MOL,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:MOL,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:MOL,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:MOL,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:MOL,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:MRT,,statutory,brownfield-land,brownfield-land
local-authority:MRT,,encouraged,developer-ageement,developer-agreement
local-authority:MRT,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:MRT,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:MRT,design-codes,prospective,design-code,design-code
local-authority:MRT,design-codes,prospective,design-code,design-code-area
local-authority:MRT,design-codes,prospective,design-code,design-code-rule
local-authority:MRT,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:MRT,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:MRT,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:MRT,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:MRT,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:MRT,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:MRT,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:MRT,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:MSS,,statutory,brownfield-land,brownfield-land
local-authority:MSS,,encouraged,developer-ageement,developer-agreement
local-authority:MSS,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:MSS,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:MSS,design-codes,prospective,design-code,design-code
local-authority:MSS,design-codes,prospective,design-code,design-code-area
local-authority:MSS,design-codes,prospective,design-code,design-code-rule
local-authority:MSS,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:MSS,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:MSS,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:MSS,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:MSS,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:MSS,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:MSS,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:MSS,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:MSU,,statutory,brownfield-land,brownfield-land
local-authority:MSU,,encouraged,developer-ageement,developer-agreement
local-authority:MSU,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:MSU,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:MSU,design-codes,prospective,design-code,design-code
local-authority:MSU,design-codes,prospective,design-code,design-code-area
local-authority:MSU,design-codes,prospective,design-code,design-code-rule
local-authority:MSU,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:MSU,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:MSU,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:MSU,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:MSU,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:MSU,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:MSU,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:MSU,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NBL,,statutory,brownfield-land,brownfield-land
local-authority:NBL,,encouraged,developer-ageement,developer-agreement
local-authority:NBL,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NBL,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NBL,design-codes,prospective,design-code,design-code
local-authority:NBL,design-codes,prospective,design-code,design-code-area
local-authority:NBL,design-codes,prospective,design-code,design-code-rule
local-authority:NDE,,statutory,brownfield-land,brownfield-land
local-authority:NDE,,encouraged,developer-ageement,developer-agreement
local-authority:NDE,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NDE,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NDE,design-codes,prospective,design-code,design-code
local-authority:NDE,design-codes,prospective,design-code,design-code-area
local-authority:NDE,design-codes,prospective,design-code,design-code-rule
local-authority:NDE,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NDE,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NDE,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NDE,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NDE,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NDE,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NDE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NDE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NEA,,statutory,brownfield-land,brownfield-land
local-authority:NEA,,encouraged,developer-ageement,developer-agreement
local-authority:NEA,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NEA,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NEA,design-codes,prospective,design-code,design-code
local-authority:NEA,design-codes,prospective,design-code,design-code-area
local-authority:NEA,design-codes,prospective,design-code,design-code-rule
local-authority:NEA,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NEA,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NEA,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NEA,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NEA,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NEA,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NEA,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NEA,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NEC,,statutory,brownfield-land,brownfield-land
local-authority:NEC,,encouraged,developer-ageement,developer-agreement
local-authority:NEC,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NEC,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NEC,design-codes,prospective,design-code,design-code
local-authority:NEC,design-codes,prospective,design-code,design-code-area
local-authority:NEC,design-codes,prospective,design-code,design-code-rule
local-authority:NEC,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NEC,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NEC,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NEC,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NEC,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NEC,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NEC,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NEC,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NED,,statutory,brownfield-land,brownfield-land
local-authority:NED,,encouraged,developer-ageement,developer-agreement
local-authority:NED,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NED,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NED,design-codes,prospective,design-code,design-code
local-authority:NED,design-codes,prospective,design-code,design-code-area
local-authority:NED,design-codes,prospective,design-code,design-code-rule
local-authority:NEL,,statutory,brownfield-land,brownfield-land
local-authority:NEL,,encouraged,developer-ageement,developer-agreement
local-authority:NEL,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NEL,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NEL,design-codes,prospective,design-code,design-code
local-authority:NEL,design-codes,prospective,design-code,design-code-area
local-authority:NEL,design-codes,prospective,design-code,design-code-rule
local-authority:NEL,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NEL,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NEL,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NEL,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NEL,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NEL,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NEL,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NEL,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NET,,statutory,brownfield-land,brownfield-land
local-authority:NET,,encouraged,developer-ageement,developer-agreement
local-authority:NET,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NET,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NET,design-codes,prospective,design-code,design-code
local-authority:NET,design-codes,prospective,design-code,design-code-area
local-authority:NET,design-codes,prospective,design-code,design-code-rule
local-authority:NEW,,statutory,brownfield-land,brownfield-land
local-authority:NEW,,encouraged,developer-ageement,developer-agreement
local-authority:NEW,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NEW,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NEW,design-codes,prospective,design-code,design-code
local-authority:NEW,design-codes,prospective,design-code,design-code-area
local-authority:NEW,design-codes,prospective,design-code,design-code-rule
local-authority:NEW,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NEW,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NEW,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NEW,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NEW,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NEW,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NEW,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NEW,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NGM,,statutory,brownfield-land,brownfield-land
local-authority:NGM,,encouraged,developer-ageement,developer-agreement
local-authority:NGM,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NGM,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NGM,design-codes,prospective,design-code,design-code
local-authority:NGM,design-codes,prospective,design-code,design-code-area
local-authority:NGM,design-codes,prospective,design-code,design-code-rule
local-authority:NGM,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NGM,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NGM,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NGM,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NGM,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NGM,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NGM,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NGM,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NHE,,statutory,brownfield-land,brownfield-land
local-authority:NHE,,encouraged,developer-ageement,developer-agreement
local-authority:NHE,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NHE,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NHE,design-codes,prospective,design-code,design-code
local-authority:NHE,design-codes,prospective,design-code,design-code-area
local-authority:NHE,design-codes,prospective,design-code,design-code-rule
local-authority:NHE,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NHE,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NHE,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NHE,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NHE,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NHE,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NHE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NHE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NKE,,statutory,brownfield-land,brownfield-land
local-authority:NKE,,encouraged,developer-ageement,developer-agreement
local-authority:NKE,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NKE,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NKE,design-codes,prospective,design-code,design-code
local-authority:NKE,design-codes,prospective,design-code,design-code-area
local-authority:NKE,design-codes,prospective,design-code,design-code-rule
local-authority:NKE,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NKE,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NKE,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NKE,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NKE,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NKE,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NKE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NKE,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NLN,,statutory,brownfield-land,brownfield-land
local-authority:NLN,,encouraged,developer-ageement,developer-agreement
local-authority:NLN,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NLN,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NLN,design-codes,prospective,design-code,design-code
local-authority:NLN,design-codes,prospective,design-code,design-code-area
local-authority:NLN,design-codes,prospective,design-code,design-code-rule
local-authority:NLN,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NLN,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NLN,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NLN,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NLN,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NLN,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NLN,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NLN,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NNO,,statutory,brownfield-land,brownfield-land
local-authority:NNO,,encouraged,developer-ageement,developer-agreement
local-authority:NNO,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NNO,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NNO,design-codes,prospective,design-code,design-code
local-authority:NNO,design-codes,prospective,design-code,design-code-area
local-authority:NNO,design-codes,prospective,design-code,design-code-rule
local-authority:NNO,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NNO,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NNO,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NNO,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NNO,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NNO,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NNO,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NNO,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NNUA,,statutory,brownfield-land,brownfield-land
local-authority:NNUA,,encouraged,developer-ageement,developer-agreement
local-authority:NNUA,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NNUA,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NNUA,design-codes,prospective,design-code,design-code
local-authority:NNUA,design-codes,prospective,design-code,design-code-area
local-authority:NNUA,design-codes,prospective,design-code,design-code-rule
local-authority:NNUA,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NNUA,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NNUA,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NNUA,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NNUA,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NNUA,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NNUA,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NNUA,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NOR,,statutory,brownfield-land,brownfield-land
local-authority:NOR,,encouraged,developer-ageement,developer-agreement
local-authority:NOR,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NOR,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NOR,design-codes,prospective,design-code,design-code
local-authority:NOR,design-codes,prospective,design-code,design-code-area
local-authority:NOR,design-codes,prospective,design-code,design-code-rule
local-authority:NOR,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NOR,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NOR,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NOR,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NOR,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NOR,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NOR,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NOR,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NOW,,statutory,brownfield-land,brownfield-land
local-authority:NOW,,encouraged,developer-ageement,developer-agreement
local-authority:NOW,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NOW,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NOW,design-codes,prospective,design-code,design-code
local-authority:NOW,design-codes,prospective,design-code,design-code-area
local-authority:NOW,design-codes,prospective,design-code,design-code-rule
local-authority:NOW,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NOW,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NOW,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NOW,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NOW,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NOW,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NOW,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NOW,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NSM,,statutory,brownfield-land,brownfield-land
local-authority:NSM,,encouraged,developer-ageement,developer-agreement
local-authority:NSM,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NSM,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NSM,design-codes,prospective,design-code,design-code
local-authority:NSM,design-codes,prospective,design-code,design-code-area
local-authority:NSM,design-codes,prospective,design-code,design-code-rule
local-authority:NSM,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NSM,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NSM,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NSM,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NSM,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NSM,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NSM,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NSM,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NTY,,statutory,brownfield-land,brownfield-land
local-authority:NTY,,encouraged,developer-ageement,developer-agreement
local-authority:NTY,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NTY,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NTY,design-codes,prospective,design-code,design-code
local-authority:NTY,design-codes,prospective,design-code,design-code-area
local-authority:NTY,design-codes,prospective,design-code,design-code-rule
local-authority:NTY,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NTY,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NTY,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NTY,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NTY,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NTY,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NTY,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NTY,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NUN,,statutory,brownfield-land,brownfield-land
local-authority:NUN,,encouraged,developer-ageement,developer-agreement
local-authority:NUN,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NUN,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NUN,design-codes,prospective,design-code,design-code
local-authority:NUN,design-codes,prospective,design-code,design-code-area
local-authority:NUN,design-codes,prospective,design-code,design-code-rule
local-authority:NUN,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NUN,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NUN,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NUN,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NUN,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NUN,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NUN,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NUN,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NWA,,statutory,brownfield-land,brownfield-land
local-authority:NWA,,encouraged,developer-ageement,developer-agreement
local-authority:NWA,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NWA,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NWA,design-codes,prospective,design-code,design-code
local-authority:NWA,design-codes,prospective,design-code,design-code-area
local-authority:NWA,design-codes,prospective,design-code,design-code-rule
local-authority:NWA,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NWA,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NWA,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NWA,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NWA,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NWA,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NWA,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NWA,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NWL,,statutory,brownfield-land,brownfield-land
local-authority:NWL,,encouraged,developer-ageement,developer-agreement
local-authority:NWL,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NWL,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NWL,design-codes,prospective,design-code,design-code
local-authority:NWL,design-codes,prospective,design-code,design-code-area
local-authority:NWL,design-codes,prospective,design-code,design-code-rule
local-authority:NWL,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NWL,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NWL,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NWL,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NWL,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NWL,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NWL,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NWL,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:NWM,,statutory,brownfield-land,brownfield-land
local-authority:NWM,,encouraged,developer-ageement,developer-agreement
local-authority:NWM,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:NWM,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:NWM,design-codes,prospective,design-code,design-code
local-authority:NWM,design-codes,prospective,design-code,design-code-area
local-authority:NWM,design-codes,prospective,design-code,design-code-rule
local-authority:NWM,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:NWM,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:NWM,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:NWM,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:NWM,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:NWM,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:NWM,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:NWM,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:OAD,,statutory,brownfield-land,brownfield-land
local-authority:OAD,,encouraged,developer-ageement,developer-agreement
local-authority:OAD,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:OAD,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:OAD,design-codes,prospective,design-code,design-code
local-authority:OAD,design-codes,prospective,design-code,design-code-area
local-authority:OAD,design-codes,prospective,design-code,design-code-rule
local-authority:OAD,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:OAD,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:OAD,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:OAD,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:OAD,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:OAD,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:OAD,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:OAD,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:OLD,,statutory,brownfield-land,brownfield-land
local-authority:OLD,,encouraged,developer-ageement,developer-agreement
local-authority:OLD,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:OLD,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:OLD,design-codes,prospective,design-code,design-code
local-authority:OLD,design-codes,prospective,design-code,design-code-area
local-authority:OLD,design-codes,prospective,design-code,design-code-rule
local-authority:OLD,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:OLD,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:OLD,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:OLD,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:OLD,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:OLD,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:OLD,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:OLD,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:OXO,,statutory,brownfield-land,brownfield-land
local-authority:OXO,,encouraged,developer-ageement,developer-agreement
local-authority:OXO,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:OXO,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:OXO,design-codes,prospective,design-code,design-code
local-authority:OXO,design-codes,prospective,design-code,design-code-area
local-authority:OXO,design-codes,prospective,design-code,design-code-rule
local-authority:OXO,open-digital-planning,prospective,article-4-direction,article-4-direction
local-authority:OXO,open-digital-planning,prospective,article-4-direction,article-4-direction-area
local-authority:OXO,open-digital-planning,prospective,conservation-area,conservation-area
local-authority:OXO,open-digital-planning,prospective,conservation-area,conservation-area-document
local-authority:OXO,open-digital-planning,prospective,listed-building,listed-building-outline
local-authority:OXO,open-digital-planning,prospective,tree-preservation-order,tree
local-authority:OXO,open-digital-planning,prospective,tree-preservation-order,tree-preservation-order
local-authority:OXO,open-digital-planning,prospective,tree-preservation-order,tree-preservation-zone
local-authority:PEN,,statutory,brownfield-land,brownfield-land
local-authority:PEN,,encouraged,developer-ageement,developer-agreement
local-authority:PEN,,encouraged,developer-ageement,developer-agreement-contribution
local-authority:PEN,,encouraged,developer-ageement,developer-agreement-transaction
local-authority:PEN,design-codes,prospective,design-code,design-code
local-authority:PEN,design-codes,prospective,design-code,design-code-area
local-authority:PEN,design-codes,prospective,design-code,design-code-rule
