award,start-date,fund,intervention,amount,organisation,organisations,documentation-url,notes
336,2025-02-27,green-belt-reviews,green-belt-reviews,140000,local-authority:NET,local-authority:GAT,,
337,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:NEC,,,
338,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:NED,,,
339,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:NHE,,,
340,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:NTY,,,
341,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:NYK,,,
342,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:NBL,,,
343,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:NGM,,,
344,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:NUN,,,
345,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:OLD,,,
346,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:PEN,,,
347,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:RED,,,
348,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:REI,,,
349,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:ROC,,,
350,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:ROS,,,
351,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:ROT,,,
352,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:RUG,,,
353,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:RUS,,,
354,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SLF,,,
355,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SAW,,,
356,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SEV,,,
357,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SHR,,,
358,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SOL,,,
359,2025-02-27,green-belt-reviews,green-belt-reviews,140000,local-authority:SCA,local-authority:CAB,,
360,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SST,,,
361,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:STY,,,
362,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SOS,,,
363,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:STF,,,
364,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SKP,,,
365,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:STE,,,
366,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:STR,,,
367,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SND,,,
368,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SRY,,,
369,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:SUR,,,
370,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:TAW,,,
371,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:TAN,,,
372,2025-02-27,green-belt-reviews,green-belt-reviews,210000,local-authority:TEW,local-authority:CHT;local-authority:COT,,
373,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:THE,,,
374,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:THR,,,
375,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:TON,,,
376,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:TUN,,,
377,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:WLL,,,
378,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:WRT,,,
379,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:WAW,,,
380,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:WAE,,,
381,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:WEW,,,
382,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:WLA,,,
383,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:WGN,,,
384,2025-02-27,green-belt-reviews,green-belt-reviews,280000,local-authority:WNM,local-authority:WOK;local-authority:BRC;local-authority:SLG,,
385,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:WOI,,,
386,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:WLV,,,
387,2025-02-27,green-belt-reviews,green-belt-reviews,70000,local-authority:WYE,,,
388,2025-03-19,local-plan-delivery,local-plan-delivery,250000,local-authority:NSM,,,
389,2025-03-19,local-plan-delivery,local-plan-delivery,250000,local-authority:OAD,,,
390,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:BAI,,,
391,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:BAN,,,
392,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:BAS,,,
393,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:BIR,,,
394,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:BLA,,,
395,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:BRE,,,
396,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:BRY,,,
397,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:BUC,,,
398,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:BUR,,,
399,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:CMD,,,
400,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:CAT,,,
401,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:BRD,,,
402,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:COT,,,
403,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:DEB,,,
404,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:DST,,,
405,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:EHA,,,
406,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:EAS,,,
407,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:FEN,,,
408,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:FOE,,,
409,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:GOS,,,
410,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:GRA,,,
411,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:GRE,,,
412,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:HCK,,,
413,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:HRY,,,
414,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:HAS,,,
415,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:HAA,,,
416,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:HER,,,
417,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:HIG,,,
418,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:HIL,,,
419,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:HIN,,,
420,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:KHL,,,
421,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:KTT,,,
422,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:LDS,,,
423,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:LEE,,,
424,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:LIF,,,
425,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:LIV,,,
426,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:MAI,,,
427,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:MAN,,,
428,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:MAS,,,
429,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:MDW,,,
430,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:MIK,,,
431,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:NEW,,,
432,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:NEL,,,
433,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:NNUA,,,
434,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:NWL,,,
435,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:OLD,,,
436,2025-03-19,local-plan-delivery,local-plan-delivery,227962,national-park-authority:Q72617988,,,
437,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:PTE,,,
438,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:RIB,,,
439,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:RCH,,,
440,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:ROC,,,
441,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:ROH,,,
442,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:RUG,,,
443,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:SLF,,,
444,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:SEV,,,
445,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:SLG,,,
446,2025-03-19,local-plan-delivery,local-plan-delivery,455925,local-authority:SCA,local-authority:CAB,,
447,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:SDE,,,
448,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:SGC,,,
449,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:SKE,,,
450,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:SOS,,,
451,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:SKP,,,
452,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:STE,,,
453,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:STR,,,
454,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:STN,,,
455,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:SWL,,,
456,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:TAM,,,
457,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:TAW,,,
458,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:TES,,,
459,2025-03-19,local-plan-delivery,local-plan-delivery,683887,local-authority:TEW,local-authority:CHT;local-authority:GLO,,
460,2025-03-19,local-plan-delivery,local-plan-delivery,227962,national-park-authority:Q4972284,,,
461,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:THE,,,
462,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:THR,,,
463,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:TON,,,
464,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:TOB,,,
465,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:TRF,,,
466,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:WAW,,,
467,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:WEA,,,
468,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:WNUA,,,
469,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:WOX,,,
470,2025-03-19,local-plan-delivery,local-plan-delivery,227962,local-authority:WGN,,,
471,2025-03-19,local-plan-delivery,local-plan-delivery,227962,national-park-authority:Q27178932,,,
472,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:BPL,,,
473,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:BRA,,,
474,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:BNH,,,
475,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:CHL,,,
476,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:HEF,,,
477,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:DAR,,,
478,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:DER,,,
479,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:FEN,,,
480,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:GED,,,
481,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:HAR,,,
482,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:KIN,,,
483,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:KTT,,,
484,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:BEX,,,
485,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:BEN,,,
486,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:HCK,,,
487,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:MAV,,,
488,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:NDE,,,
489,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:NGM,,,
490,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:ROT,,,
491,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:SWL,,,
492,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:WFUA,,,
493,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:WIL,,,
494,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:WOC,,,
495,2025-09-28,dpif-round-4.1,improvement,50000,local-authority:WYC,,,
496,2018-12-01,bops-discovery,software,78000,local-authority:SWK,local-authority:HCK;local-authority:GLA,,
497,2018-12-07,bops-alpha,software,100000,local-authority:SWK,local-authority:COV;local-authority:CRY;local-authority:HCK;local-authority:GLA,,
498,2019-10-31,ripa-alpha,software,98500,local-authority:LBH,local-authority:WYO;local-authority:CMD;local-authority:LEW;local-authority:SWK,,
499,2020-03-01,ripa-beta,software,700000,local-authority:LBH,local-authority:BUC;local-authority:SWK;local-authority:CMD;local-authority:NBL,,
500,2020-03-01,bops-beta,software,1025000,local-authority:SWK,local-authority:COV;local-authority:LBH;local-authority:BUC;local-authority:CMD,,







